N,g,accuracy(bits)
30,32.5,178
31,31.5,195
31,32.0,195
31,32.5,198
31,33.0,200
31,33.5,187
32,32.5,201
32,33.0,202
32,33.5,203
32,34.0,203
32,34.5,196
33,33.0,207
33,33.5,208
33,34.0,209
33,34.5,212
33,35.0,213
33,35.5,205
34,34.0,213
34,34.5,214
34,35.0,216
34,35.5,216
34,36.0,218
34,36.5,214
34,37.0,203
35,35.0,219
35,35.5,220
35,36.0,222
35,36.5,223
35,37.0,225
35,37.5,222
35,38.0,210
36,36.5,227
36,37.0,228
36,37.5,229
36,38.0,230
36,38.5,228
36,39.0,216
37,37.0,231
37,37.5,233
37,38.0,233
37,38.5,235
37,39.0,236
37,39.5,237
37,40.0,224
38,38.5,241
38,39.0,240
38,39.5,241
38,40.0,243
38,40.5,242
38,41.0,232
39,39.5,244
39,40.0,245
39,40.5,247
39,41.0,249
39,41.5,251
39,42.0,239
40,40.5,254
40,41.0,254
40,41.5,255
40,42.0,256
40,42.5,257
40,43.0,247
41,41.5,256
41,42.0,258
41,42.5,259
41,43.0,260
41,43.5,262
41,44.0,253
42,43.0,270
42,43.5,268
42,44.0,267
42,44.5,269
42,45.0,261
43,42.0,265
43,42.5,267
43,43.0,268
43,43.5,269
43,44.0,270
43,44.5,271
43,45.0,273
43,45.5,274
43,46.0,269
44,44.0,275
44,44.5,276
44,45.0,278
44,45.5,281
44,46.0,284
44,46.5,283
44,47.0,276
45,45.0,280
45,45.5,281
45,46.0,283
45,46.5,284
45,47.0,285
45,47.5,286
45,48.0,284
45,48.5,272
46,47.0,290
46,47.5,292
46,48.0,293
46,48.5,300
46,49.0,293
47,47.5,294
47,48.0,295
47,48.5,296
47,49.0,298
47,49.5,298
47,50.0,299
47,50.5,287
48,49.5,302
48,50.0,304
48,50.5,307
48,51.0,307
48,51.5,295
49,50.0,308
49,50.5,308
49,51.0,310
49,51.5,311
49,52.0,313
49,52.5,302
50,51.0,314
50,51.5,315
50,52.0,316
50,52.5,319
50,53.0,320
50,53.5,309
51,52.0,320
51,52.5,322
51,53.0,323
51,53.5,322
51,54.0,324
51,54.5,318
52,53.5,327
52,54.0,329
52,54.5,330
52,55.0,331
52,55.5,324
53,54.0,333
53,54.5,333
53,55.0,335
53,55.5,337
53,56.0,336
53,56.5,332
54,54.5,335
54,55.0,337
54,55.5,340
54,56.0,341
54,56.5,343
54,57.0,342
54,57.5,341
54,58.0,327
55,55.5,348
55,56.0,347
55,56.5,348
55,57.0,347
55,57.5,348
55,58.0,349
55,58.5,347
55,59.0,336
56,57.0,350
56,57.5,351
56,58.0,352
56,58.5,355
56,59.0,354
56,59.5,355
56,60.0,342
57,58.0,360
57,58.5,364
57,59.0,361
57,59.5,362
57,60.0,362
57,60.5,362
57,61.0,349
58,57.5,359
58,58.0,360
58,58.5,361
58,59.0,363
58,59.5,363
58,60.0,364
58,60.5,366
58,61.0,368
58,61.5,368
59,59.5,369
59,60.0,370
59,60.5,373
59,61.0,375
59,61.5,376
59,62.0,375
59,62.5,376
59,63.0,364
60,61.0,375
60,61.5,375
60,62.0,378
60,62.5,377
60,63.0,379
60,63.5,381
60,64.0,373
61,63.0,385
61,63.5,387
61,64.0,390
61,64.5,388
61,65.0,381
62,63.5,389
62,64.0,388
62,64.5,390
62,65.0,392
62,65.5,394
62,66.0,388
63,65.0,396
63,65.5,398
63,66.0,400
63,66.5,405
63,67.0,395
64,65.5,401
64,66.0,401
64,66.5,403
64,67.0,404
64,67.5,405
64,68.0,403
64,68.5,391
65,67.0,409
65,67.5,410
65,68.0,412
65,68.5,414
65,69.0,411
65,69.5,398
66,67.5,412
66,68.0,414
66,68.5,415
66,69.0,416
66,69.5,418
66,70.0,419
66,70.5,405
67,69.0,420
67,69.5,421
67,70.0,422
67,70.5,424
67,71.0,427
67,71.5,413
68,70.5,427
68,71.0,426
68,71.5,425
68,72.0,427
68,72.5,420
69,70.0,428
69,70.5,427
69,71.0,426
69,71.5,426
69,72.0,425
69,72.5,424
69,73.0,425
69,73.5,424
69,74.0,416
70,68.5,429
70,69.0,429
70,69.5,428
70,70.0,427
70,70.5,428
70,71.0,426
70,71.5,425
70,72.0,424
71,66.0,427
71,66.5,429
71,67.0,429
71,67.5,430
71,68.0,430
71,68.5,429
71,69.0,429
71,69.5,427
71,70.0,427
72,64.5,427
72,65.0,427
72,65.5,430
72,66.0,431
72,66.5,431
72,67.0,431
72,67.5,428
72,68.0,430
72,68.5,429
73,63.0,426
73,63.5,428
73,64.0,428
73,64.5,431
73,65.0,431
73,65.5,432
73,66.0,431
73,66.5,429
73,67.0,430
74,62.0,426
74,62.5,428
74,63.0,431
74,63.5,433
74,64.0,432
74,64.5,433
74,65.0,433
74,65.5,431
74,66.0,431
75,60.5,424
75,61.0,426
75,61.5,429
75,62.0,432
75,62.5,434
75,63.0,433
75,63.5,434
75,64.0,432
75,64.5,432
76,59.5,424
76,60.0,426
76,60.5,428
76,61.0,431
76,61.5,434
76,62.0,433
76,62.5,434
76,63.0,434
76,63.5,435
77,60.0,429
77,60.5,433
77,61.0,433
77,61.5,434
77,62.0,435
77,62.5,435
77,63.0,433
77,63.5,434
77,64.0,435
78,60.0,435
78,60.5,434
78,61.0,435
78,61.5,435
78,62.0,436
78,62.5,436
78,63.0,433
78,63.5,433
78,64.0,433
79,60.0,435
79,60.5,437
79,61.0,436
79,61.5,435
79,62.0,436
79,62.5,436
79,63.0,433
79,63.5,432
80,58.0,431
80,58.5,435
80,59.0,435
80,59.5,437
80,60.0,437
80,60.5,437
80,61.0,436
80,61.5,436
80,62.0,436
81,57.0,429
81,57.5,431
81,58.0,434
81,58.5,437
81,59.0,436
81,59.5,437
81,60.0,439
81,60.5,438
81,61.0,436
82,57.0,432
82,57.5,435
82,58.0,439
82,58.5,438
82,59.0,439
82,59.5,438
82,60.0,439
82,60.5,437
82,61.0,435
83,56.0,432
83,56.5,433
83,57.0,436
83,57.5,439
83,58.0,439
83,58.5,439
83,59.0,439
83,59.5,438
83,60.0,437
84,55.0,432
84,55.5,431
84,56.0,434
84,56.5,435
84,57.0,439
84,57.5,439
84,58.0,440
84,58.5,439
84,59.0,438
85,55.0,432
85,55.5,433
85,56.0,437
85,56.5,439
85,57.0,440
85,57.5,441
85,58.0,438
85,58.5,440
85,59.0,439
86,55.5,435
86,56.0,438
86,56.5,440
86,57.0,440
86,57.5,439
86,58.0,439
86,58.5,439
86,59.0,438
86,59.5,439
87,54.5,435
87,55.0,437
87,55.5,439
87,56.0,442
87,56.5,442
87,57.0,440
87,57.5,441
87,58.0,439
87,58.5,440
88,53.5,434
88,54.0,437
88,54.5,435
88,55.0,438
88,55.5,441
88,56.0,443
88,56.5,441
88,57.0,440
88,57.5,442
89,53.5,438
89,54.0,437
89,54.5,439
89,55.0,442
89,55.5,441
89,56.0,441
89,56.5,442
89,57.0,440
89,57.5,440
90,53.0,435
90,53.5,438
90,54.0,438
90,54.5,441
90,55.0,443
90,55.5,443
90,56.0,443
90,56.5,442
90,57.0,442
91,52.5,434
91,53.0,439
91,53.5,439
91,54.0,440
91,54.5,443
91,55.0,443
91,55.5,442
91,56.0,441
91,56.5,440
92,52.0,433
92,52.5,437
92,53.0,440
92,53.5,441
92,54.0,443
92,54.5,444
92,55.0,442
92,55.5,443
92,56.0,442
93,52.0,435
93,52.5,439
93,53.0,442
93,53.5,443
93,54.0,444
93,54.5,444
93,55.0,442
93,55.5,442
93,56.0,441
94,52.0,438
94,52.5,445
94,53.0,444
94,53.5,444
94,54.0,443
94,54.5,445
94,55.0,443
94,55.5,444
94,56.0,441
95,50.5,442
95,51.0,435
